2019-10-31 00:00:02.9584 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 
2019-10-31 03:32:20.0536 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:32:20.0536 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина sdfhgfjh 

2019-10-31 03:32:35.2017 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:32:35.2017 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина 123213124 

2019-10-31 03:32:37.9265 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:32:37.9265 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина 123213124 

2019-10-31 03:32:39.9836 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:32:39.9836 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина 123213124 

2019-10-31 03:32:42.0839 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:32:42.0839 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина 123213124 

2019-10-31 03:33:59.4933 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:33:59.4933 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:17.4676 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:17.4676 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:17.4746 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email alsd@sadf 

2019-10-31 03:34:26.4361 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:26.4401 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:26.4401 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email alsd@sadf@gmail. 

2019-10-31 03:34:29.8487 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:29.8487 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:29.8487 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email alsd@sadf@gmail.a 

2019-10-31 03:34:32.4344 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:32.4344 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:32.4414 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email alsd@sadf@gmail.aa 

2019-10-31 03:34:43.5359 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:43.5359 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:43.5359 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email al.sd.sadf@gmail. 

2019-10-31 03:34:48.0862 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:34:48.0862 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:34:48.0862 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email al.sd.sadf@gmail.a 

2019-10-31 03:35:04.3726 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:35:04.3726 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:35:04.3826 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email al.sd.sadf@gmail.a 

2019-10-31 03:35:13.8123 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:35:13.8123 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина A11111 

2019-10-31 03:35:13.8193 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email al.sd.sadf@gmail.a 

2019-10-31 03:35:33.0975 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:35:33.0975 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности логина aaaaaa 

2019-10-31 03:35:33.0975 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Обращение к базе данных для проврки уникальности email al.sd.sadf@gmail.a 

2019-10-31 03:35:33.4172 | HotelEpam.Controllers.AccountController.Registration | INFO | В систему добавлен новый пользователь 

2019-10-31 03:35:46.9556 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:35:46.9556 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:35:46.9556 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь aaaaaa выполнил вход на сайт 

2019-10-31 03:42:06.8523 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:09.8458 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:11.3982 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:13.5996 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:15.1401 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:21.8291 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:42:25.1730 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:43:09.2542 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:44:52.6341 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:44:59.0830 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:45:14.0128 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:46:09.5954 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:46:26.7964 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:46:41.7432 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:47:06.1896 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:47:10.3204 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:47:34.8838 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:47:59.3356 | HotelEpam.Controllers.AccountController.Registration | DEBUG | Попытка создания нового пользователя 

2019-10-31 03:48:27.5025 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:48:30.7710 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:48:30.7710 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь aloha1 выполнил вход на сайт 

2019-10-31 03:48:35.8463 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:50:00.3844 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:50:03.8873 | HotelEpam.Controllers.AccountController.Authorization | INFO | Отказ входа. некорректные данные 

2019-10-31 03:50:16.1926 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:54:37.5828 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:54:37.6227 | HotelEpam.Controllers.AccountController.Authorization | INFO | Отказ входа. некорректные данные 

2019-10-31 03:54:41.3217 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:54:41.3217 | HotelEpam.Controllers.AccountController.Authorization | INFO | Отказ входа. некорректные данные 

2019-10-31 03:54:45.4628 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:54:45.4717 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:54:45.4717 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь aloha выполнил вход на сайт 

2019-10-31 03:54:53.2824 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:54:59.7249 | HotelEpam.Controllers.HomeController.Exit | INFO | Пользователь aloha покинул систему 

2019-10-31 03:55:12.8593 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:55:12.8762 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:55:12.8782 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь alex-on-99 выполнил вход на сайт 

2019-10-31 03:55:15.5908 | HotelEpam.Controllers.HomeController.NotProcessedRequests | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:15.6138 | HotelEpam.Controllers.HomeController.NotProcessedRequests | DEBUG | Обращение к базе данных, получение запросов на проживание 

2019-10-31 03:55:21.0772 | HotelEpam.Controllers.HomeController.AllRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:23.8802 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:23.9012 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:55:30.1643 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:30.1643 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:55:35.3557 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:35.3647 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:55:45.4545 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:55:45.4695 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:55:45.4725 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь aloha выполнил вход на сайт 

2019-10-31 03:55:47.4834 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:51.1360 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | DEBUG | Обращение к базе данных, для обновления статуса комнаты 

2019-10-31 03:55:51.1360 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | INFO | Стату комнаты 503 обновлен 

2019-10-31 03:55:51.3913 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:53.1826 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | DEBUG | Обращение к базе данных, для обновления статуса комнаты 

2019-10-31 03:55:53.1826 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | INFO | Стату комнаты 511 обновлен 

2019-10-31 03:55:53.2105 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:55:54.9493 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | DEBUG | Обращение к базе данных, для обновления статуса комнаты 

2019-10-31 03:55:54.9493 | HotelEpam.Controllers.AdminController.ProcessingOfRoomStatusUpdating | INFO | Стату комнаты 911 обновлен 

2019-10-31 03:55:54.9992 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:10.0030 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:10.8050 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:11.4523 | HotelEpam.Controllers.AdminController.UpdateRoomStatus | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:18.9483 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для получения данных о пользователе 

2019-10-31 03:56:18.9573 | HotelEpam.Controllers.AccountController.Authorization | DEBUG | Обращение к базе данных для проверки подлиности данных авторизации 

2019-10-31 03:56:18.9573 | HotelEpam.Controllers.AccountController.Authorization | INFO | Пользователь alex-on-99 выполнил вход на сайт 

2019-10-31 03:56:22.8292 | HotelEpam.Controllers.HomeController.AllRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:23.8647 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:23.8647 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:32.9339 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:32.9488 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:36.0355 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:36.0694 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:38.1921 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:38.1921 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:42.1888 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:42.1998 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:51.1633 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:56:51.1743 | HotelEpam.Controllers.HomeController.PartialRooms | DEBUG | Выборка нужных комнат из всех доступных 

2019-10-31 03:56:55.9926 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, обновление статуса бронирований 

2019-10-31 03:56:56.0978 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, получение обработанных запросов 

2019-10-31 03:57:14.1377 | HotelEpam.Controllers.HomeController.ReportUser | DEBUG | Обращение к базе данных, жалоба на пользователя 

2019-10-31 03:57:14.2145 | HotelEpam.Controllers.HomeController.ReportUser | DEBUG | Жалоба на пользователя была оставлена 

2019-10-31 03:57:17.3603 | HotelEpam.Controllers.HomeController.DeleteBooking | DEBUG | Обращение к базе данных, для изменения статуса бронирования 

2019-10-31 03:57:17.4889 | HotelEpam.Controllers.HomeController.DeleteBooking | INFO | Бронирование снято 

2019-10-31 03:57:21.6305 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, обновление статуса бронирований 

2019-10-31 03:57:21.6664 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, получение обработанных запросов 

2019-10-31 03:57:36.9471 | HotelEpam.Controllers.HomeController.ConfirmPayment | DEBUG | Обращение к базе данных, для изменения статуса бронирования 

2019-10-31 03:57:36.9960 | HotelEpam.Controllers.HomeController.ConfirmPayment | DEBUG | Оплата подтверждена 

2019-10-31 03:57:38.3452 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, обновление статуса бронирований 

2019-10-31 03:57:38.3751 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, получение обработанных запросов 

2019-10-31 03:57:43.5152 | HotelEpam.Controllers.HomeController.NotProcessedRequests | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:57:43.5272 | HotelEpam.Controllers.HomeController.NotProcessedRequests | DEBUG | Обращение к базе данных, получение запросов на проживание 

2019-10-31 03:57:48.9167 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, обновление статуса бронирований 

2019-10-31 03:57:48.9406 | HotelEpam.Controllers.HomeController.ActuallyBookings | DEBUG | Обращение к базе данных, получение обработанных запросов 

2019-10-31 03:57:51.8301 | HotelEpam.Controllers.HomeController.AllRooms | DEBUG | Обращение к базе данных, получение комнат 

2019-10-31 03:57:55.4225 | HotelEpam.Controllers.HomeController.NotProcessedRequests | DEBUG | Обращение к базе данных, получение комнат 

